,NewsContent,author,publishedDate,title,APPL_company,IBM_company,GOOGL_company,AMZN_company,MSFT_company,APPL_senti,IBM_senti,GOOGL_senti,AMZN_senti,MSFT_senti
10," April 18 (Reuters) - Air Canada  said on Thursday it was using the down time with its pilots who fly Boeing Co's  MAX planes to review various aircraft systems, alternative flight conditions on the aircraft type and maintain their qualifications. ""We will decide on further training once definitive recommendations from regulators are available and communicated,"" a company spokeswoman said in a statement.   April 18 (Reuters) - Air Canada  said on Thursday it was using the down time with its pilots who fly Boeing Co's  MAX planes to review various aircraft systems, alternative flight conditions on the aircraft type and maintain their qualifications.",,"April 18, 2019, 04:31:00 PM EDT",Air Canada to review aircraft systems on Boeing's MAX,0,0,0,0,0,1,1,-1,1,-1
11,"Top Tech Stocks MSFT +1.26% AAPL +0.35% IBM +0.75% CSCO +0.04% GOOG -0.13% Technology stocks were rising Thursday afternoon, with the shares of tech stocks in the S&P 500 rising over 0.2% in value although the Philadelphia Semiconductor Index still was falling less than 0.1%. Among technology stocks moving on news: (-) Check Point Software Technologies ( CHKP  ) fell 7.5% this afternoon. The IT security company late Wednesday reported non-GAAP Q1 net income of $1.32 per share on $471.8 million in revenue. Analysts, on average, were expecting a $1.31 per share adjusted profit on $471.2 million in net sales. In other sector news: (+) Wipro Ltd ( WIT  ) was more than 3% higher after the Indian technology consulting company said its board of directors Tuesday authorized the repurchase of up to 323 million of its equity shares up to INR105 billion, or about $1.5 billion (+) Medidata ( MDSO  ) climbed 3.5% after Guggenheim began coverage of the cloud-based services company with a buy rating and a $92 price target. (-) Atlassian ( TEAM  ) dropped 8% after the software company projected non-IFRS fiscal Q4 net income of about $0.16 per share, trailing the Capital IQ consensus by $0.03 per share.",MT Newswires,"April 18, 2019, 04:02:26 PM EDT","Technology Sector Update for 04/18/2019: CHKP,WIT,MDSO,TEAM",1,1,1,0,1,1,1,-1,1,-1
12," SAO PAULO, April 18 (Reuters) - John Rodgerson, chief executive of Brazilian carrier Azul SA , told a news conference on Thursday that the airline is no longer bidding for routes operated by Avianca Brasil, which filed for bankruptcy protection in December. In March, Azul unveiled a nonbinding agreement worth $105 million to buy certain assets of Avianca.",,"April 18, 2019, 02:58:00 PM EDT",Azul no longer bidding for Avianca Brasil's routes,0,0,0,0,0,1,0,-1,1,-1
13," RIO DE JANEIRO, April 18 (Reuters) - Brazilian President Jair Bolsonaro said on Thursday that he had ""initial sympathy"" toward the idea of privatizing state-run oil company Petroleo Brasileiro SA , a comment that gave the company's shares a minor jolt. Bolsonaro made the comment to national broadcaster GloboNews at an event in Sao Paulo. On Wednesday, Economy Minister Paulo Guedes said in an interview that Bolsonaro was no closer to agreeing to a privatization of Petrobras, as the company is known. In recent days, government officials and Petrobras executives have sought to reassure investors that the company is completely free of government interference after Petrobras canceled a diesel price hike on Friday at the behest of the government.",,"April 18, 2019, 02:33:00 PM EDT",Brazil's Bolsonaro voices 'sympathy' toward Petrobras privatization,0,0,0,0,0,1,-1,-1,1,-1
14,"Top Tech Stocks MSFT +1.11% AAPL +0.36% IBM +0.55% CSCO +0.04% GOOG -0.01% Technology stocks were climbing Thursday afternoon, with the shares of tech companies in the S&P 500 rising 0.1% in value while the Philadelphia Semiconductor Index was also up 0.1%. Among technology stocks moving on news: (+) Wipro Ltd ( WIT  ) was 3.5% higher Thursday. The Indian technology consulting company said its board of directors Tuesday authorized the repurchase of up to 323 million of its shares up to a maximum of INR105 billion, or about $1.5 billion. In other sector news: (+) Medidata ( MDSO  ) climbed 3% after Guggenheim began coverage of the cloud-based services company with a buy rating and a $92 price target. (-) Atlassian ( TEAM  ) dropped 9% after the software company projected non-IFRS fiscal Q4 net income of about $0.16 per share, trailing the Capital IQ consensus by $0.03 per share.",MT Newswires,"April 18, 2019, 02:09:46 PM EDT","Technology Sector Update for 04/18/2019: WIT,MDSO,TEAM",1,1,1,0,1,1,0,-1,-1,-1
15," April 18 (Reuters) - South Korean automaker Hyundai Motor Co  on Thursday named former Nissan executive Jose Munoz as its global chief operating officer. Munoz, who will take charge on May 1, has also been named president and chief executive officer of Hyundai Motor North America and Hyundai Motor America. Previously, Munoz, 53, was Nissan Motor Co's  chief performance officer and head of its China operations. Munoz resigned from Nissan in January, further rattling the Japanese automaker's management team amid the investigation into ousted Chairman Carlos Ghosn's alleged financial misconduct. Widely considered as a close ally of Ghosn and a potential successor to lead the automaking partnership between Nissan and France'sRenault SA , Munoz had been a ""person of interest"" in Nissan's widening internal investigation.",,"April 18, 2019, 02:06:00 PM EDT",Hyundai Motor names former Nissan executive Jose Munoz as COO,0,0,0,0,0,1,1,-1,1,-1
16,"Shares of the social pinning service      Pinterest    closed at $24.45 - 28.6% above their IPO price - on the company's   first day at the New York Stock Exchange Thursday as investors   were looking to get in on the latest tech listing.  Pinterest    's shares opened at $23.75, 25% above the IPO pricing of $19 per   share, with the stock trading under the PINS symbol. The public   offering helped the company raise around $1.4 billion. Thursday's   closing share price values Pinterest close to $12.9 billion. Pinterest revealed in regulatory filings that it has 250   million monthly active users, which puts it behind Twitter (321   million monthly users) and Instagram (1 billion monthly users).   The company generated revenue of $756 million in 2018, and   incurred net losses of $63 million.makeArticleAd(); The company used much of its IPO filings to differentiate   itself from existing social networks, writing: ""Pinterest is   unique. Most consumer internet companies are either tools   (search, ecommerce) or media (newsfeeds, video, social networks).   Pinterest is not a pure media channel, nor is it a pure   utility."" ""It's a media-rich utility that satisfies both emotional and   functional needs by solving a widespread consumer problem that is   unaddressed by many other platforms,"" the filing continued. ""We   call it discovery."" Despite that insistence that its focus on visual discovery   sets it apart from other social platforms, it's clear that   Pinterest actually has a lot in common with social media   companies like Facebook. This includes a focus on advertising as   its primary source of revenue, as well as a desire to grow video   on its platform to scale that advertising revenue. The   IPO prospectus    filing includes multiple mentions of plans to ""develop and   increase the use of certain products, such as video."" The   document also lays out risk factors specific to a video   expansion, including a lack of net neutrality protections and   other issues that could impede mobile video growth.  Update: 1:05pm PT:    This post was updated with Pinterest's share price at the close   or markets.  Related stories  Pinterest Max-Width Video Ad Format Attracts       Paramount's 'Mission: Impossible -- Fallout'   Snapchat User Base to Surpass Twitter,       Pinterest in U.S. This Year (Study) Shares of the social pinning service      Pinterest    closed at $24.45 - 28.6% above their IPO price - on the company's   first day at the New York Stock Exchange Thursday as investors   were looking to get in on the latest tech listing. Pinterest    's shares opened at $23.75, 25% above the IPO pricing of $19 per   share, with the stock trading under the PINS symbol. The public   offering helped the company raise around $1.4 billion. Thursday's   closing share price values Pinterest close to $12.9 billion. Pinterest revealed in regulatory filings that it has 250   million monthly active users, which puts it behind Twitter (321   million monthly users) and Instagram (1 billion monthly users).   The company generated revenue of $756 million in 2018, and   incurred net losses of $63 million. The company used much of its IPO filings to differentiate   itself from existing social networks, writing: ""Pinterest is   unique. Most consumer internet companies are either tools   (search, ecommerce) or media (newsfeeds, video, social networks).   Pinterest is not a pure media channel, nor is it a pure   utility."" ""It's a media-rich utility that satisfies both emotional and   functional needs by solving a widespread consumer problem that is   unaddressed by many other platforms,"" the filing continued. ""We   call it discovery."" Despite that insistence that its focus on visual discovery   sets it apart from other social platforms, it's clear that   Pinterest actually has a lot in common with social media   companies like Facebook. This includes a focus on advertising as   its primary source of revenue, as well as a desire to grow video   on its platform to scale that advertising revenue. The   IPO prospectus    filing includes multiple mentions of plans to ""develop and   increase the use of certain products, such as video."" The   document also lays out risk factors specific to a video   expansion, including a lack of net neutrality protections and   other issues that could impede mobile video growth. Update: 1:05pm PT:    This post was updated with Pinterest's share price at the close   or markets. Related stories  Pinterest Max-Width Video Ad Format Attracts       Paramount's 'Mission: Impossible -- Fallout'   Snapchat User Base to Surpass Twitter,       Pinterest in U.S. This Year (Study) Related stories Pinterest Max-Width Video Ad Format Attracts       Paramount's 'Mission: Impossible -- Fallout' Snapchat User Base to Surpass Twitter,       Pinterest in U.S. This Year (Study)",Variety,"April 18, 2019, 01:20:03 PM EDT",Pinterest Shares Up Close to 29% on IPO Day,0,0,0,0,0,1,0,-1,1,-1
17," By Nandita Bose WASHINGTON, April 18 (Reuters) - The U.S. Department of Agriculture on Thursday said it has launched a pilot program in New York that allows consumers dependant on food stamps to use them to buy groceries online, a move that is likely to boost sales at retailers like Walmart Inc  and Amazon.com Inc . Both companies are participating in the initial pilot launch with Wakefern Food Corp'sShopRite supermarket chain expected to join the program early next week, the USDA said. Walmart will offer the service in upstate New York, while ShopRite and Amazon will service the New York City area. ""People who receive SNAP benefits should have the opportunity to shop for food the same way more and more Americans shop for food - by ordering and paying for groceries online,"" U.S. Secretary of Agriculture Sonny Perdue said in a statement. Walmart, the world's largest retailer, already has 40 stores in other parts of the country that allow shoppers to pay for groceries ordered online using food stamps. The new program will expand to Alabama, Iowa, Maryland, Nebraska, New Jersey, Oregon and Washington, and additional  retailers are expected to take part, the USDA said. Walmart spokeswoman Molly Blakeman said the company has nearly 275 stores that offer grocery pickup in the nine states eligible for the pilot. Amazon, the world's largest online retailer, in a blog post on Thursday said New York customers can shop on AmazonFresh and Prime Pantry without requiring a membership fee. ""Amazon believes the program will dramatically increase access to food for more remote customers and help to mitigate the public health crisis of food deserts,"" the retailer said.",,"April 18, 2019, 12:56:00 PM EDT",U.S. pilot program allows online grocery shopping with food stamps,0,0,0,0,0,1,-1,-1,1,0
18," InvestorPlace - Stock Market News, Stock Advice & Trading Tips There are two pieces of very good news this week if you are an Apple (NASDAQ: AAPL ) investor worried slumping iPhone sales could get even worse. The first was a dramatic end to the Qualcomm (NASDAQ: QCOM ) lawsuit, saving the day for the prospect of 5G iPhones next year. The second had nothing to do with Apple, but it's sure taking some pressure off AAPL's incremental approach to smartphone design. Samsung's new $1,980 Galaxy Fold smartphone was released to reviewers this week and quickly ran into a storm of negative press. The smartphone with the futuristic new folding screen has suffered catastrophic failure for multiple high profile journalists.  Depending on how this plays out, Samsung's growing PR problem is likely to be good news for Apple stock. At the end of February, Samsung made a big splash with the announcement of the Galaxy Fold. The company's new flagship smartphone featured a futuristic Infinity Flex folding display that transformed it from a phone to a 7.3-inch tablet. Launching on April 26, the radical new smartphone would be priced starting at a whopping $1,980. It would also be the first folding smartphone to be widely commercially available in the U.S. China's Huawei has also announced a folding smartphone - but the company lacks an American presence. So far, so good for Samsung. The company was in the spotlight once again, smartphones were cool once again (after a year where global smartphone sales had been sliding), and Samsung was looking like the industry design and engineering leader - after years of being pegged as an iPhone copycat . Then the Galaxy Fold review units went out. Within a day,Â the reports of broken displays began to arrive. The Verge's Dieter Bohn reported his review unit's folding display developed a bulge then its OLED display failed after just one day of use . Bloomberg's Mark Gurman posted that his Galaxy Fold was "" completely broken and unusable just two days in. "" Again it was a failure of the folding display. CNBC's review attempt ended when the Galaxy Fold they were given was "" completely unusable after just two days of use. "" And there were more. It's possible the reviewers all received phones from an initial batch that suffered a manufacturing defect. It's also possible that Samsung's folding screen design is flawed and not ready for prime time. Samsung issued a terse statement to The Verge : ""A limited number of early Galaxy Fold samples were provided to media for review. We have received a few reports regarding the main display on the samples provided. We will thoroughly inspect these units in person to determine the cause of the matter. Separately, a few reviewers reported having removed the top layer of the display causing damage to the screen. The main display on the Galaxy Fold features a top protective layer, which is part of the display structure designed to protect the screen from unintended scratches. Removing the protective layer or adding adhesives to the main display may cause damage. We will ensure this information is clearly delivered to our customers.""  Company representatives also told The Verge they plan to continue with the Galaxy Fold's April 26 U.S. launch. For Samsung, this is bad news. Comparisons have already been made to the Galaxy Note 7 disaster of 2016 that decimated the company's smartphone profits and allowed Apple to surpass Samsung as the world's top-selling smartphone maker - at least for one quarter . It's not on the same level in the sense that the Galaxy Fold screen break isn't a safety issue, but at $1,980 a pop and with pre-orders selling out almost immediately , the company is facing a big PR issue and the possibility of a release delay (or a recall if it goes ahead as planned) while it investigates what's going wrong. For Apple, the very public and very rapid failure of multiple Galaxy Fold review units is nothing but good news. Apple stock has been under pressure from slowing iPhone sales. And with rivals like Samsung and Huawei showing off radical new folding smartphone flagships this year, AAPL's iPhones were looking far from exciting. If the initial Galaxy Fold failures develop into a full-scale debacle, the lack of its own folding smartphone at this time will turn from Apple falling behind , to Apple avoiding gimmicks and sticking with solid, proven engineering. Incremental design updates may be boring, but quality and reliability is something that Apple can leverage as it works to boost iPhone sales. As of this writing, Brad Moon did not hold a position in any of the aforementioned securitie s. The post The Reviews of Samsung's Galaxy Fold Are Great News â¦ For Apple appeared first on InvestorPlace . ",InvestorPlace Media,"April 18, 2019, 10:45:35 AM EDT",The Reviews of Samsungâs Galaxy Fold Are Great News â¦ For Apple,0,0,0,0,0,1,-1,0,1,-1
19,"Top Technology Stocks: MSFT: -0.14% AAPL: -0.23% IBM: +0.10% CSCO: -0.18% GOOG: Flat Pre-Market Thursday saw declining technology giants. Early movers include: (-) Atlassian ( TEAM  ), which was down more than 9% as i t report  ed fiscal Q3 earnings of $0.21 on a non-IFRS per share basis, up from $0.09 a year ago and ahead of the consensus on Capital IQ for $0.18 a share. (-) Check Point Software Technologies ( CHKP  ) was more than 6% lower as it booked Q1 adjusted profit of $1.32 per share, up from $1.30 per share in the prior-year period and a penny a share higher than the $1.31 per share Street estimate provided by Capital IQ. In other sector news: (-) Taiwan Semiconductor ( TSM  ) was marginally retreating after it reported Q1 diluted earnings of TWD2.37 ($0.38) per ADR unit compared with TWD3.46 per ADR unit in the same quarter last year. Analysts polled by Capital IQ were expecting earnings of TWD2.44 per ADR unit.",MT Newswires,"April 18, 2019, 09:00:06 AM EDT","Technology Sector Update for 04/18/2019: TEAM, CHKP, TSM, MSFT, AAPL, IBM, CSCO, GOOG",1,1,1,0,1,1,-1,-1,1,0
20,"iStock The electric bus revolution is about to take off. While the prospect of major advances in electric buses receive a small fraction of the attention that electric vehicles receive, the potential for a major transformation is arguably much closer. As with EVs, electric buses promise lower life-cycle costs when compared to their gasoline and diesel counterparts, but upfront costs remain painfully high. However, Proterra, an electric bus manufacturer, is rolling out leasing plans that could eliminate this barrier. Proterra and Mitsui & Co. areÂ teaming upÂ to lease the batteries in electric buses so that the upfront costs of an electric bus reaches parity with a traditional diesel bus. In other words, no upfront cost for the battery, just monthly lease payments over the lifespan of the vehicle. The monthly payments would be offset by the fuel savings. It is the same approach that solar developers began using years ago: no upfront cost, just lease payments over time. A 2018Â analysisÂ from Bloomberg New Energy Finance (BNEF) predicted that while EVs would capture nearly a third of the total auto market by the 2030 â a bold prediction, to be sure â electric buses would gain acceptance must faster. By 2030, electric buses overwhelm the bus market, taking 84 percent of total sales. In one scenario, BNEF sees electric buses reaching upfrontÂ cost parityÂ with conventional buses on an unsubsidized basis by the mid-2020s. The CEO of Proterra toldÂ AxiosÂ in a March interview that he doesnât actually see electric buses ever reaching cost parity with diesel buses, but not for the reasons one might think. âI donât think weâll ever get all the way there, because I actually think that once weâre within a 2-year fuel payback, the diesel bus market goes extinct,â Proterraâs chief executive Ryan Popple said. Still, the steeper upfront cost today is one of the largest hurdles. Mitsui has agreed to provide a $200 million credit facility to help launch Proterraâs battery leasing program. A new diesel bus can cost about $500,000 while also incurring around $1 million in maintenance and fuel costs over its lifetime, according to Proterraâs Ryan Popple andÂ Greentech Media. In contrast, one of Proterraâs electric buses costs $750,000 upfront, but will have maintenance costs that are 20 percent lower than a diesel bus. By adding in a lease for the battery, the electric bus can make sense right away, rather than having a long payback period. âOn a percent basis, it takes the upfront premium for an electric bus from 50 percent to zero,â Popple told Greentech Media. âYou eliminate $250,000 of capital acquisition premium that you traditionally paid to invest in a higher-efficiency electric bus.â Electric buses may have an easier time gaining traction than passenger EVs for several reasons. They drive longer distances, which means the fuel savings add up over a shorter period of time. They cover predictable routes, making it easier to locate and build recharging infrastructure. Perhaps most importantly, the customers tend to be municipalities or corporations, rather than individuals. These entities can take a long-term view, and make practical decisions around life-cycle costs. China accounts for the vast majority of electric buses on the roads worldwide. The U.S. market is still small, although growing quickly. As of 2017, fewer than 500 electric buses were sold in the U.S. But Proterra told Greentech Media that demand is strong and it already has 45 new orders this year, including from repeat customers. Portland, Oregon, justÂ deployedÂ its first electric bus this week, a bus manufactured by Winnipeg-based New Flyer. Portland hasÂ planÂ to switch its nearly 700-bus fleet from diesel to electric by 2040. More and more cities are opting to do the same. The impact on the oil market could be more profound from buses than from EVs, at least in the short- and medium-term. According toÂ BNEF, electric buses (again, mostly in China) will displace about 270,000 barrels of diesel demand per day in 2019, while EVs will only displace a little more than 80,000 bpd of gasoline and diesel demand. Elon Musk and Tesla tend to soak up an inordinate share of media attention when it comes to electrifying the transportation sector, but e-buses are having a larger impact. By Nick Cunningham of Oilprice.com",Oilprice.com,"April 18, 2019, 08:31:25 AM EDT",The Genius Solution To The Electric Bus Problem,0,0,0,0,0,1,0,-1,1,-1
